head,relation,tail,verdict_qwen,verdict_gpt
http,enables,header request,yes,yes
http,supports,request message,yes,yes
http,supports,cache,yes,yes
web server,provides,page response,yes,yes
http,supports,response message,yes,yes
http,provides,response message,,yes
http,provides,request message,yes,yes
web server,provides,http file,yes,yes
web server,implements,http header,,yes
web server,provides,cache header,yes,yes
proxy cache,sends,request message,yes,yes
proxy cache,sends,response message,yes,yes
proxy cache,sends,message to the web server,yes,yes
proxy cache,sends,query to the server,yes,yes
proxy cache,sends,reply to the client,,yes
web server,sends,cache object,yes,yes
web server,provides,response message,yes,yes
web server,sends,response to the cache,yes,yes
web server,sends,response message to the cache,yes,no
header line,enables,data packet,,yes
web server,implements,response message,no,yes
web server,provides,reply,,yes
web server,provides,object,yes,yes
web server,provides,message,no,yes
web server,provides,header,no,yes
proxy cache,sends,message to browser,yes,yes
web server,sends,message to the client,yes,yes
web server,sends,http message to client,yes,yes
web server,sends,message to the browser,yes,yes
proxy cache,sends,request to server,,yes
web server,sends,message to cache,yes,no
internet explorer,implements,client server,,yes
quic,provides,data transfer,yes,yes
quic,provides,error checks,yes,yes
quic,provides,congestion control,yes,yes
quic,provides,message transmission,no,yes
quic,provides,packet transmission,yes,yes
quic,runs_on,ud,yes,no
quic,runs_on,transport protocol,,yes
mail server,has_part,message cache,yes,yes
quic,runs_on,ip,yes,yes
mail server,receives,messages,yes,yes
mail server,receives,message,yes,yes
mail server,receives,mail,yes,yes
mail server,receives,user agent,yes,no
smtp,provides,email delivery service,yes,yes
smtp,provides,mail notification,yes,no
smtp,runs_on,mail server,,yes
smtp,provides,mail transfer service,yes,yes
smtp,runs_on,application,,yes
smtp,runs_on,client,yes,no
smtp,runs_on,server,yes,yes
smtp,runs_on,hosts,yes,yes
smtp,runs_on,host,yes,yes
http,enables,web,yes,yes
http,enables,web client,yes,yes
smtp,runs_on,socket protocol,yes,no
mail server,has_part,application,yes,yes
mail server,has_part,process,yes,yes
smtp,provides,mail transfer,yes,yes
smtp,provides,protocol service,yes,no
smtp,provides,message notification,yes,no
smtp,provides,data transfer,yes,yes
http,supports,web request,yes,yes
http,enables,file transfer,yes,yes
http,enables,message transfer,yes,yes
http,enables,packet transfer,no,yes
http,supports,request header,yes,yes
smtp,runs_on,protocol,no,yes
http,enables,application data,,yes
http,supports,application layer,no,yes
user agent,communicates_with,http server,yes,yes
user agent,communicates_with,web server,yes,yes
http,supports,data bytes,yes,yes
user agent,sends,a message,yes,yes
user agent,sends,mail,yes,yes
user agent,sends,the message,yes,yes
user agent,sends,the mail,yes,yes
user agent,sends,a message to server,yes,yes
mail server,has_part,message,no,yes
mail server,receives,http request,yes,no
smtp client,communicates_with,mail server,yes,yes
mail server,has_part,mail,no,yes
mail server,receives,the message,yes,yes
smtp server,is_a,mail server,yes,yes
smtp server,is_a,application server,yes,yes
smtp server,is_a,host server,yes,yes
smtp client,communicates_with,server,yes,yes
smtp client,is_a,application,yes,yes
smtp client,communicates_with,socket,,yes
smtp client,is_a,program,yes,yes
smtp client,communicates_with,user agent,yes,no
smtp client,is_a,mail client,yes,yes
smtp,provides,message service,yes,yes
smtp client,is_a,client application,yes,yes
smtp client,is_a,client program,yes,yes
smtp,provides,client service,no,yes
tcp,provides,connection,yes,yes
smtp client,communicates_with,servers,yes,yes
smtp client,is_a,mail program,yes,yes
smtp client,is_a,application program,yes,yes
smtp server,is_a,socket server,yes,yes
smtp,provides,server service,yes,yes
smtp client,is_a,socket client,yes,yes
telnet,runs_on,tc connection,yes,no
user agent,communicates_with,message service,yes,yes
telnet,runs_on,transport protocol,yes,yes
user agent,sends,a mail message,no,yes
user agent,sends,the mail message,,yes
user agent,sends,a message for the server,,yes
telnet,runs_on,tc,yes,no
http,supports,data,,yes
http,enables,header,no,yes
user agent,sends,a mail,yes,yes
telnet,runs_on,ip,yes,yes
user agent,communicates_with,socket,,yes
user agent,sends,mail server,yes,no
user agent,communicates_with,remote server,yes,yes
user agent,communicates_with,network,,yes
user agent,sends,mail to the host,yes,no
smtp,runs_on,client host,,yes
smtp,runs_on,mail host,yes,yes
smtp client,communicates_with,message server,yes,yes
http,provides,delivery service,yes,yes
http,provides,message delivery,no,yes
smtp client,communicates_with,mail client,yes,no
mail server,has_part,mail cache,yes,yes
mail server,has_part,mail application,yes,no
mail server,has_part,mail file,,yes
http,enables,user agent,,yes
hostname,identifies,server,yes,yes
http,supports,http client,no,yes
hostname,identifies,device,yes,yes
http,supports,http server,,yes
hostname,identifies,address,yes,yes
http,supports,http web service,no,yes
imap,provides,mail service,yes,yes
ip address,identifies,device,yes,yes
hostname,identifies,client,yes,yes
ip address,identifies,network,,yes
http,provides,information,yes,yes
http,enables,application server,no,yes
http,supports,ip address,no,yes
dns server,communicates_with,client,yes,yes
http client,communicates_with,www server,yes,yes
http client,communicates_with,cache server,yes,yes
url,has_part,http address,yes,no
dns server,communicates_with,mail server,yes,yes
dns server,communicates_with,browser,yes,yes
dns server,communicates_with,local host,yes,yes
dns server,contains,host address,yes,yes
dns server,contains,ip address,yes,yes
dns server,contains,cache,yes,yes
dns server,contains,mac address,,yes
dns server,forwards,query,yes,yes
dns server,forwards,client message,yes,yes
dns server,provides,query response,yes,yes
dns server,has_part,ip address,no,yes
dns server,provides,host name,no,yes
dns server,receives,request,yes,yes
dns server,receives,client request,yes,yes
dns server,receives,query,yes,yes
dns server,provides,cache,,yes
dns server,receives,ip address,,yes
dns server,sends,message to client,yes,yes
dns server,supports,cache,yes,yes
dns server,supports,query message,yes,yes
dns server,sends,host name,no,yes
dns server,supports,ip address,no,yes
dns server,supports,host name,yes,yes
dns,has_part,server,yes,yes
dns,runs_on,server,yes,yes
dns,provides,ip addresses,yes,yes
dns,provides,host address,yes,yes
dns,runs_on,servers,yes,yes
dns,runs_on,host,yes,yes
dns,runs_on,hosts,yes,yes
dns,provides,ip address,yes,yes
dns,provides,data query,yes,yes
dns,runs_on,ip,yes,yes
dns,provides,host name,yes,yes
dns query,contains,name,yes,yes
dns rotation,provides,ip address,yes,yes
dns,has_part,client,yes,yes
dns,has_part,domain,yes,yes
dns,runs_on,client,yes,no
dns,runs_on,application,no,yes
dns,has_part,query,no,yes
dns query,contains,query,,yes
dns,has_part,the client,yes,yes
dns query,contains,query message,no,yes
dns server,contains,record,yes,yes
dns,runs_on,the host,yes,yes
dns,runs_on,the server,,yes
dns server,communicates_with,host,yes,yes
dns server,contains,name record,yes,yes
dns server,contains,address,yes,yes
dns server,communicates_with,servers,yes,yes
dns server,forwards,information,yes,yes
dns server,forwards,data,yes,yes
dns server,provides,address,yes,yes
dns server,forwards,client query,yes,yes
dns server,provides,service,yes,yes
dns server,receives,client query,yes,yes
dns server,has_part,cache server,no,yes
dns server,receives,the query,yes,yes
dns server,supports,the client,yes,yes
dns server,supports,query,yes,yes
dns server,sends,mail to the client,yes,no
dns server,supports,mail,yes,yes
dns server,supports,a host,yes,yes
dns server,supports,application,yes,yes
dns server,contains,name,no,yes
dns server,forwards,client data,,yes
dns server,has_part,query cache,yes,yes
dns server,provides,query service,yes,yes
dns server,forwards,root server,,yes
dns server,provides,address data,yes,yes
dns server,receives,user query,yes,yes
dns server,receives,a query,yes,yes
dns server,provides,forward cache,yes,yes
dns server,provides,client access,yes,yes
dns server,receives,local data,yes,yes
dns server,supports,mail service,yes,yes
dns server,sends,server to client,yes,no
dns server,supports,client query,yes,yes
dns server,supports,access to data,yes,yes
dns server,supports,distribution of data,,yes
dns server,has_part,database,yes,yes
dns server,provides,record,yes,yes
dns server,provides,database,yes,no
dns server,receives,data,yes,yes
dns server,receives,record,,yes
dns server,supports,mail server,yes,yes
dns server,supports,record file,yes,yes
authoritative dns server,provides,addresses,yes,yes
dns server,supports,host data,yes,yes
authoritative dns server,provides,address,yes,yes
authoritative dns server,provides,name address,yes,yes
authoritative dns server,provides,information service,,yes
local dns server,communicates_with,host,yes,yes
local dns server,communicates_with,client,yes,yes
local dns server,communicates_with,local server,yes,yes
local dns server,communicates_with,server,yes,yes
authoritative dns server,has_part,record database,yes,yes
local dns server,communicates_with,web server,,yes
local dns server,forwards,root servers,yes,yes
authoritative dns server,has_part,ip record,,yes
authoritative dns server,has_part,host name,,yes
local dns server,receives,host query,yes,yes
local dns server,receives,name query,yes,yes
local dns server,receives,client query,yes,yes
isp,provides,host access,yes,yes
local dns server,receives,ip address,yes,yes
local dns server,receives,network address,yes,yes
isp,provides,network service,yes,yes
isp,provides,local server,no,yes
isp,provides,data address,yes,no
dhcp,provides,address,yes,yes
local dns server,forwards,the query,yes,yes
local dns server,communicates_with,mail server,,yes
dhcp,provides,information,yes,yes
local dns server,forwards,root server,,yes
local dns server,forwards,information,no,yes
local dns server,sends,the address,yes,yes
local dns server,sends,the address of the host,yes,yes
local dns server,sends,the address to the client,yes,yes
dns query,contains,host name,yes,yes
dns query,contains,query name,yes,yes
local dns server,receives,the query,yes,yes
local dns server,receives,a query,yes,yes
